;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67
453;71;71;72;62;58;73;67;73;73;60;69;77;80;81;83;65;80;72;69;65;61;70;51;27;69;61;61;18;23;22;14;14;6;8;8;24;177,8;165;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
454;68;68;55;42;72;56;25;55;27;17;48;57;70;73;71;66;69;57;83;77;80;40;73;65;59;50;34;76;74;74;12;13;8;10;9;23;193,04;183;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
455;68;68;55;42;72;56;25;55;27;17;48;57;70;73;71;66;69;57;83;77;80;40;73;65;59;50;34;76;74;74;12;13;8;10;9;39;175,26;157;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
456;66;67;34;21;66;60;38;47;30;21;57;54;63;54;58;58;69;42;71;70;74;35;73;62;15;41;31;63;64;71;7;12;10;13;7;32;172,72;154;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
457;66;76;23;23;62;62;38;35;32;34;57;47;68;59;55;53;73;42;69;70;79;34;79;65;70;41;69;66;65;71;13;22;57;22;22;34;193,04;203;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
458;65;69;63;60;46;64;49;70;48;38;54;69;75;72;80;46;76;63;70;71;43;63;54;39;58;64;56;32;52;38;8;8;14;12;8;30;185,42;165;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
459;66;66;11;11;11;21;12;12;10;12;32;28;46;46;48;68;51;22;70;50;66;12;40;22;10;30;29;13;19;12;62;62;50;70;72;34;195,58;212;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
460;72;77;71;52;39;80;45;67;75;72;78;72;57;53;67;69;69;61;59;68;59;68;66;63;65;73;69;44;65;46;16;14;12;16;6;24;177,8;148;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
461;73;78;72;52;39;82;45;71;75;72;81;72;57;53;67;69;69;61;59;68;60;68;66;63;69;77;69;44;65;46;16;14;12;16;6;25;190,5;181;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
462;67;74;54;12;64;54;49;56;50;30;50;60;74;78;68;66;68;59;70;76;60;48;70;66;32;32;27;64;70;72;9;11;12;12;6;25;172,72;159;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
463;67;74;54;12;64;54;49;56;50;30;50;60;74;78;68;66;68;59;70;76;60;48;74;66;32;32;27;64;70;72;9;11;12;12;6;24;187,96;192;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
464;64;71;50;12;60;52;31;50;30;20;48;58;72;78;66;66;65;37;70;69;60;14;74;64;32;26;27;64;70;68;9;11;12;12;6;24;187,96;183;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
465;61;68;48;12;60;50;31;48;30;20;46;56;55;65;57;64;65;37;70;55;60;14;74;60;30;26;27;66;70;68;9;11;12;12;6;21;193,04;198;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
466;70;74;44;70;75;53;61;72;65;56;40;68;73;73;75;62;61;73;74;51;67;69;35;33;70;64;56;21;39;36;7;9;13;11;10;30;187,96;185;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
467;59;66;61;56;25;49;30;62;42;39;42;60;83;84;80;48;76;59;45;69;44;27;29;39;53;50;57;17;34;24;6;6;10;16;9;30;180,34;150;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
468;69;81;52;63;42;69;48;76;50;40;52;78;78;77;77;71;76;60;50;64;73;48;46;24;68;66;56;29;26;23;14;7;12;14;11;34;175,26;168;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
469;74;74;60;67;48;76;49;69;76;71;76;72;67;65;69;75;85;81;58;78;59;80;78;66;76;77;68;48;64;62;9;12;8;11;8;34;175,26;168;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
470;62;64;56;63;54;58;55;59;56;54;55;60;67;74;73;59;84;62;80;83;71;54;78;40;61;60;60;31;49;46;12;14;8;8;9;20;175,26;150;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
471;59;65;50;62;52;57;52;56;55;47;46;58;67;74;73;56;84;61;80;74;71;53;77;27;67;59;64;30;48;45;11;13;7;7;8;30;182,88;174;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
472;72;72;12;12;13;22;14;13;15;15;17;14;39;40;48;76;45;22;70;31;74;11;39;16;9;14;17;11;14;15;72;72;53;72;74;30;172,72;143;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
473;72;72;11;11;12;21;13;12;14;14;16;23;51;46;64;70;45;21;70;51;74;10;56;15;8;29;16;10;13;14;72;73;64;73;74;24;185,42;159;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
474;72;76;81;44;59;68;40;65;64;57;66;73;77;79;78;57;68;79;72;79;48;68;68;71;61;53;55;73;74;67;16;9;16;14;12;30;182,88;159;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
475;75;77;11;17;16;33;12;17;15;18;35;17;58;56;35;69;43;20;68;35;63;14;35;22;16;50;41;13;13;12;79;73;61;74;81;30;185,42;165;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
476;75;80;25;25;25;32;25;25;25;25;34;25;58;56;35;68;43;25;68;35;63;25;34;21;25;25;40;25;25;25;78;74;60;73;80;37;175,26;176;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
477;68;74;69;72;53;73;43;69;67;49;52;71;75;76;73;72;73;70;74;75;76;66;78;65;70;66;50;62;60;66;13;6;13;9;7;34;187,96;179;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
478;68;75;69;39;53;73;43;58;67;49;52;69;72;76;72;72;72;68;74;76;73;66;78;65;64;58;50;62;60;66;13;6;13;9;7;35;175,26;150;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
479;78;85;73;68;39;77;59;85;67;53;73;82;89;89;84;75;88;77;65;75;69;75;66;43;74;71;69;39;46;42;16;9;6;9;9;25;175,26;161;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
480;79;85;73;70;34;77;59;86;67;53;73;83;89;89;84;75;88;75;65;75;69;77;66;41;74;71;69;37;48;44;16;9;6;9;9;26;190,5;179;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
481;78;86;72;69;33;76;58;85;66;52;69;82;89;89;84;74;88;74;65;75;68;76;65;40;73;70;68;36;47;43;15;8;5;8;8;33;177,8;168;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
482;77;85;69;69;33;75;58;85;66;52;69;81;90;89;84;66;88;74;65;74;73;76;62;33;72;70;68;31;41;43;15;8;5;8;8;22;182,88;190;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
483;72;72;30;16;71;56;18;35;27;30;49;52;41;46;43;67;47;50;73;73;83;25;81;70;31;37;32;75;75;72;15;9;9;16;6;25;175,26;154;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
484;71;73;29;25;72;55;25;34;26;29;48;51;41;46;43;66;47;49;73;73;83;24;80;69;30;36;46;73;72;71;14;8;8;15;5;27;180,34;179;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
485;82;85;86;59;64;77;61;82;73;59;69;81;87;89;79;82;79;75;75;91;79;68;72;79;75;70;59;78;80;84;7;7;9;12;5;38;180,34;176;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
486;82;86;82;59;64;77;61;82;73;59;73;81;85;85;77;82;75;75;75;85;71;68;74;79;76;70;59;82;83;86;7;7;9;12;5;30;177,8;157;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
487;79;84;81;57;62;76;56;82;73;59;70;80;84;81;76;81;76;75;73;81;75;70;72;82;77;70;59;79;81;83;7;7;9;12;5;19;177,8;132;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
488;69;79;71;62;56;69;67;78;69;64;64;77;82;80;84;76;68;76;72;71;73;70;68;69;68;72;61;66;69;65;7;7;9;12;5;31;187,96;185;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
489;64;71;43;65;57;46;71;67;65;55;33;64;76;75;73;67;84;68;73;74;42;63;60;26;65;53;69;23;29;32;12;10;10;8;10;34;187,96;176;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
490;71;74;56;37;53;74;56;72;53;48;70;74;68;67;63;74;70;72;62;79;60;74;71;64;64;71;48;55;58;59;9;7;7;10;14;26;177,8;161;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
491;63;70;55;36;52;68;55;63;52;47;66;65;68;67;63;60;70;71;62;69;60;69;72;55;60;62;47;53;54;58;8;6;6;9;13;33;180,34;174;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
492;78;78;62;55;68;76;52;66;57;41;75;76;68;72;71;76;63;68;71;82;82;42;83;75;62;76;66;74;77;73;8;12;15;11;12;26;185,42;165;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
493;76;81;76;50;66;71;65;77;78;71;70;76;84;84;80;77;70;72;78;82;60;70;63;78;72;69;67;74;75;74;13;8;12;11;14;20;175,26;148;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
494;64;64;17;13;9;23;11;11;9;11;23;14;44;36;49;55;40;24;54;35;42;18;16;13;10;21;19;19;13;15;66;62;50;66;68;20;182,88;172;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
495;76;77;78;71;69;78;66;79;79;72;76;82;70;76;76;77;74;84;60;73;62;79;71;48;68;74;59;32;41;34;6;13;6;13;16;20;180,34;165;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
496;75;77;78;65;69;78;66;79;79;72;76;82;70;76;76;77;74;84;60;73;62;79;71;48;68;70;59;32;41;34;6;13;6;13;16;32;172,72;159;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
497;74;78;76;65;52;74;62;76;78;71;67;77;79;77;85;75;78;76;56;73;49;72;50;23;74;73;68;35;28;31;6;14;12;11;14;28;185,42;168;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
498;71;74;68;67;61;72;62;75;61;62;53;73;82;79;85;68;76;65;49;67;61;59;43;31;70;72;54;27;26;28;16;7;12;8;15;28;170,18;137;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
499;79;79;32;40;80;56;36;54;47;70;56;58;50;52;44;68;44;86;84;54;90;72;80;81;25;35;75;82;82;78;9;6;6;14;11;31;185,42;179;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
500;73;73;71;63;59;76;68;77;72;71;68;77;69;62;78;72;83;70;58;55;60;71;47;28;70;77;59;12;22;21;11;14;6;7;7;31;182,88;165;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
501;74;75;76;56;66;69;60;74;76;77;67;75;79;83;75;75;75;83;77;82;70;71;75;65;66;64;74;72;76;75;8;11;14;14;10;23;170,18;143;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
502;63;69;63;33;53;66;24;59;38;30;48;64;70;67;71;60;72;35;59;57;55;27;62;61;43;43;35;64;65;66;16;6;6;9;14;28;185,42;172;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
503;60;67;58;34;53;53;35;56;35;43;51;40;65;61;54;60;66;32;65;52;56;30;66;61;47;35;43;63;63;72;11;7;9;10;11;33;185,42;185;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
504;78;82;49;41;76;69;37;62;32;61;62;68;70;74;67;75;64;69;80;73;80;53;69;85;67;71;65;80;84;77;10;7;11;13;8;20;182,88;165;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
505;73;74;70;70;67;71;68;74;68;54;62;75;90;91;67;74;64;86;81;68;77;69;76;28;70;59;60;18;37;27;7;16;10;12;11;24;177,8;148;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
506;72;72;72;59;56;79;62;71;75;72;72;77;66;66;69;73;68;80;68;60;65;76;61;62;72;75;64;51;61;57;10;6;10;9;12;23;177,8;172;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
507;69;78;54;49;50;75;61;58;59;57;69;74;78;75;79;72;70;59;62;77;60;60;62;62;61;68;47;67;69;65;10;7;11;10;11;28;185,42;172;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
508;72;72;70;73;56;70;71;71;70;68;59;73;79;73;71;72;59;73;65;79;70;75;63;30;77;70;67;32;37;32;13;10;8;13;11;26;190,5;176;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
509;70;76;58;71;50;64;70;70;69;74;50;68;77;84;71;70;74;77;65;72;67;74;62;29;73;66;66;31;36;31;12;9;7;12;10;26;182,88;170;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
510;70;74;58;71;50;64;70;70;69;74;50;67;77;84;71;70;74;76;64;72;67;72;62;29;72;66;66;31;36;31;12;9;7;12;10;26;182,88;185;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
511;65;75;50;23;67;73;22;57;39;31;70;60;67;75;45;62;46;44;54;54;75;21;67;62;27;47;45;63;63;61;6;6;5;7;8;30;177,8;154;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
512;72;72;44;41;90;57;39;29;23;41;62;52;27;30;25;68;31;84;53;53;93;42;85;65;30;39;43;70;75;67;8;14;8;12;6;25;180,34;176;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
513;62;62;65;55;43;58;57;62;63;58;42;65;72;77;81;64;70;65;79;81;56;63;56;52;66;62;54;49;57;60;13;15;10;11;7;24;175,26;159;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
514;78;78;70;83;77;76;81;72;88;75;77;77;54;54;55;80;40;83;48;66;88;79;60;60;86;79;82;41;52;43;16;6;6;11;9;24;180,34;174;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
515;78;78;70;83;77;76;81;72;88;75;77;77;54;54;55;80;40;83;48;66;88;79;60;60;86;79;82;41;52;43;16;6;6;11;9;33;170,18;150;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
516;73;73;69;74;71;77;74;70;64;59;74;76;49;68;51;76;56;83;48;82;83;74;61;59;75;74;65;42;55;46;15;5;5;10;8;23;185,42;157;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
517;68;72;69;56;54;75;70;69;74;73;72;72;77;67;78;71;75;66;48;68;55;69;53;41;61;66;53;37;58;47;14;7;7;12;10;25;187,96;183;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
518;70;74;63;52;51;74;66;72;70;49;69;74;82;77;81;71;81;73;78;80;65;65;76;64;65;68;59;65;68;64;6;7;6;13;8;35;193,04;174;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
519;74;78;48;47;67;69;57;65;32;35;65;68;67;70;60;72;59;58;79;80;77;52;67;76;57;62;33;76;76;77;14;6;10;11;7;37;177,8;179;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
520;72;79;47;46;66;66;56;62;31;34;62;67;65;70;60;70;59;57;74;69;77;51;64;76;56;56;32;74;76;72;13;5;9;10;6;25;187,96;185;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
521;69;73;9;8;12;25;11;12;9;15;22;22;36;38;40;70;42;23;62;31;68;13;22;9;10;34;22;11;17;9;70;66;65;67;72;26;177,8;157;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
522;65;76;51;67;67;60;63;59;61;51;51;63;69;69;62;55;61;70;62;64;83;62;50;19;60;55;63;20;21;21;15;12;8;15;8;25;182,88;168;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
523;75;75;60;64;65;76;68;69;61;59;72;70;69;76;76;72;74;86;73;87;78;77;86;78;66;67;59;71;76;70;22;22;28;24;23;21;180,34;154;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
524;73;73;60;64;65;76;68;69;61;59;72;70;71;76;76;72;74;86;73;87;81;77;86;78;66;67;59;71;76;70;22;22;28;24;23;24;190,5;176;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
525;72;75;67;57;68;75;59;75;58;58;74;72;77;86;73;72;74;88;65;86;74;74;74;60;58;71;47;72;74;64;31;32;37;32;33;26;180,34;172;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
526;77;77;71;70;72;77;72;71;67;79;70;79;76;78;74;77;71;83;83;77;69;73;79;35;81;76;80;41;22;20;13;14;13;16;12;26;170,18;152;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
527;67;67;60;66;54;67;67;68;62;60;51;70;76;72;78;68;80;68;82;66;71;57;55;25;67;62;69;15;24;24;6;16;14;12;13;28;193,04;176;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
528;58;66;47;39;53;60;37;54;40;45;55;56;63;60;51;54;76;59;58;55;57;38;62;56;41;47;52;56;66;62;8;9;13;11;13;23;180,34;165;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
529;68;72;59;45;71;70;61;51;47;51;71;77;55;65;70;65;57;59;82;63;71;47;68;75;54;53;59;68;69;74;10;10;15;11;6;25;177,8;139;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
530;68;68;68;57;57;68;66;69;70;66;66;69;71;73;71;66;72;61;56;76;66;65;59;41;60;69;41;34;34;30;16;12;11;12;14;26;190,5;185;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
531;64;64;42;68;64;61;59;66;63;61;56;69;58;68;60;56;66;64;65;61;65;57;45;26;64;61;71;28;22;22;9;12;6;10;10;35;193,04;214;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
532;70;70;55;74;71;59;72;64;75;59;49;68;54;66;59;72;56;76;78;60;78;60;63;28;75;60;74;24;31;26;13;14;8;8;7;35;182,88;185;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
533;83;87;70;86;76;80;82;85;74;73;68;83;87;87;88;84;84;81;78;80;75;74;70;40;86;77;82;23;29;30;11;6;9;5;6;28;187,96;179;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
534;83;87;70;86;76;80;82;85;74;73;68;83;87;87;88;84;84;81;78;76;75;74;70;40;86;77;82;23;29;30;11;6;9;5;6;36;185,42;170;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
535;79;84;66;82;72;74;68;86;56;57;60;80;88;88;83;76;84;80;74;74;76;71;65;49;82;76;74;30;33;35;11;6;9;5;6;19;172,72;148;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
536;77;82;66;81;72;74;68;81;56;57;60;78;86;86;81;74;81;74;74;70;71;68;59;49;80;70;68;30;33;35;11;6;9;5;6;26;175,26;163;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
537;69;73;12;10;11;26;13;10;18;13;21;16;40;38;32;71;17;22;57;34;72;14;24;23;14;12;20;14;11;11;67;68;61;70;72;19;180,34;154;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
538;66;76;33;70;64;59;53;59;60;36;40;62;66;69;65;61;55;75;73;68;85;60;59;20;64;52;73;16;17;17;16;12;14;16;9;20;182,88;159;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
539;61;70;53;46;42;66;43;61;43;54;63;61;64;73;61;65;78;61;73;69;49;44;53;51;56;67;53;48;55;42;6;11;13;8;5;36;187,96;196;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
540;80;82;68;81;73;75;75;83;82;63;53;82;87;85;81;81;69;78;81;60;72;76;63;29;80;66;77;16;23;19;16;7;13;15;8;31;177,8;181;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
541;65;65;65;43;57;65;35;58;60;46;63;67;56;67;66;63;71;52;67;72;69;52;67;64;55;50;55;67;66;68;15;8;10;11;13;30;182,88;165;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
542;69;81;54;68;51;67;57;74;68;33;48;72;84;83;84;54;68;67;54;68;65;53;46;20;70;65;45;18;22;19;8;16;15;15;11;28;170,18;157;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
543;76;78;77;68;40;80;74;80;81;78;75;78;76;74;85;75;79;71;52;64;49;67;48;43;72;78;72;19;22;23;14;8;9;9;10;20;175,26;134;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
544;77;79;77;70;40;81;74;81;81;80;75;79;76;74;85;75;79;71;52;64;49;68;48;43;72;78;72;19;22;23;14;8;9;9;10;35;190,5;174;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
545;69;69;65;60;58;71;67;73;69;71;68;74;57;60;59;62;62;80;55;50;72;67;66;32;63;71;62;25;22;27;13;8;12;6;13;33;180,34;170;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
546;66;70;42;42;72;69;42;62;59;65;63;67;53;55;65;59;54;69;71;73;73;73;68;62;40;67;49;66;68;60;13;8;8;9;12;23;185,42;183;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
547;57;65;54;56;42;53;54;70;46;41;42;62;71;70;65;42;76;60;48;40;43;55;43;18;46;51;59;26;30;40;14;12;15;10;12;23;190,5;201;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
548;65;80;58;49;54;70;48;65;65;46;65;67;56;60;61;60;51;60;62;67;68;55;63;72;58;65;51;65;67;64;13;6;8;10;8;31;180,34;179;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
549;57;69;49;32;52;62;33;57;41;33;57;62;60;64;65;52;61;49;57;62;57;45;58;54;25;46;41;52;57;55;14;12;12;15;10;41;172,72;150;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
550;72;73;25;24;68;50;16;45;25;26;55;55;55;67;50;70;50;59;74;56;70;23;74;72;15;24;29;78;78;76;7;8;10;10;13;26;170,18;148;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
551;86;87;77;83;65;79;78;88;78;78;73;85;88;84;90;84;87;82;85;85;66;79;80;42;85;78;77;30;39;35;10;10;15;12;13;24;182,88;170;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
